nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
"Orejero, Pinon de oreja",Arbol,Longevo,Escenario depor/cult,0,"0,27",11,8,3,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Escenario depor/cult,"1,8","0,57",10,11,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
"Ciruelo del gobernador, Uva lisa",Arbol,Maduro,Escenario depor/cult,0,"0,12","4,3","5,8",7,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Orejero, Pinon de oreja",Arbol,Longevo,Escenario depor/cult,"1,49","0,47",12,15,1,Subterranea,Si,Aparasolada,Bajo (0 - 33%),Regular
Guayacan rosado,Arbol,Longevo,Escenario depor/cult,"1,14","0,36",11,10,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Chiminango rojo, Espina de mono",Arbol,Maduro,Escenario depor/cult,0,"0,24",10,9,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Chiminango rojo, Espina de mono",Arbol,Longevo,Escenario depor/cult,0,"0,24",9,8,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Cacao de monte, Sapotolongo, Castano silvestre, Zapote costeno",Arbol,Longevo,Escenario depor/cult,0,"0,22","9,5",5,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Juvenil,Escenario depor/cult,"0,38","0,12","6,5",6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,23",12,14,3,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,29",7,10,6,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,31",13,10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Ceiba, Ceiba bruja, Ceiba de lana, Bonga",Arbol,Longevo,Escenario depor/cult,"3,58","1,14",12,15,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Guanabano,Arbol,Longevo,Escenario depor/cult,0,"0,09",6,5,3,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,0,"0,35",14,12,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,27",13,10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,17",14,9,3,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Arbol del pan,Arbol,Maduro,Escenario depor/cult,"0,4","0,13",7,6,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,34",15,10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,"1,64","0,52",12,8,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,22",12,9,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Ceiba, Ceiba bruja, Ceiba de lana, Bonga",Arbol,Maduro,Escenario depor/cult,"0,99","0,32",10,6,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,27",12,10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"1,93","0,61",11,16,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Longevo,Escenario depor/cult,"1,36","0,43",14,8,1,Subterranea,Si,Globosa,Medio (34 - 66%),Sano
Gualanday,Arbol,Longevo,Escenario depor/cult,"0,62","0,2","8,5",9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Amargo, Palo blanco",Arbol,Longevo,Escenario depor/cult,"2,25","0,72",9,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"2,19","0,7",10,18,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,2",10,9,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Maduro,Escenario depor/cult,"0,56","0,18",7,5,1,Subterranea,No,Globosa,Alto (67 - 100%),Sano
"Ficus benjamina, Caucho benjamin",Arbol,Longevo,Escenario depor/cult,0,"0,46",14,16,6,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Guacimo,Arbol,Longevo,Escenario depor/cult,0,"0,35",12,14,4,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mamoncillo,Arbol,Longevo,Escenario depor/cult,0,"0,27",13,10,6,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,48",12,15,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Aceituna, Maria Eugenia, Jambolan",Arbol,Longevo,Escenario depor/cult,0,"0,41",11,10,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,26","0,4",12,9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Amargo, Palo blanco",Arbol,Longevo,Escenario depor/cult,0,"0,42",12,10,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Aceituna, Maria Eugenia, Jambolan",Arbol,Maduro,Escenario depor/cult,"0,96","0,31","8,5",6,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Mamoncillo,Arbol,Maduro,Escenario depor/cult,"0,13","0,04",3,1,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,34","6,5",8,3,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
"Aceituna, Maria Eugenia, Jambolan",Arbol,Juvenil,Escenario depor/cult,0,"0,04","2,5",2,2,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,2",6,3,2,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Pera de Malaca,Arbol,Maduro,Escenario depor/cult,"0,93","0,3","8,5",7,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"0,99","0,32",6,6,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,31",6,3,3,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Almendro,Arbol,Longevo,Escenario depor/cult,"1,16","0,37",11,13,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Araucaria,Arbol,Maduro,Escenario depor/cult,"0,21","0,07","4,2","1,8",1,Subterranea,No,Conica,Medio (34 - 66%),Sano
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,0,"0,21",6,5,2,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,11","0,35",7,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Grosello,Arbusto,Maduro,Escenario depor/cult,0,"0,16",7,5,6,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Acacia china,Arbusto,Maduro,Escenario depor/cult,0,"0,05","3,7","2,5",2,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,2",10,9,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guanabano,Arbol,Maduro,Escenario depor/cult,"0,42","0,13",7,5,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,18","7,5",8,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,06",5,"4,5",15,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,28",7,10,4,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
"Saman, Genizaro",Arbol,Longevo,Escenario depor/cult,"2,1","0,67",13,17,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Palma de coco,Palma,Maduro,Escenario depor/cult,"0,7","0,22",4,3,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma de coco,Palma,Maduro,Escenario depor/cult,"0,77","0,25","3,8","4,5",1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,26",6,8,3,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
"Pino patula, Pino lloron",Arbol,Juvenil,Escenario depor/cult,"0,18","0,06",3,"1,5",1,Subterranea,No,Globosa,Medio (34 - 66%),Sano
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,09","0,35",14,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
"Aceituna, Maria Eugenia, Jambolan",Arbol,Maduro,Escenario depor/cult,"1,4","0,45",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Ficus benjamina, Caucho benjamin",Arbol,Longevo,Escenario depor/cult,"2,25","0,72",14,18,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,05","0,33",10,11,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,33","0,42",11,9,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,13","7,5",9,4,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Naranjo,Arbusto,Longevo,Escenario depor/cult,0,"0,14",5,7,10,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,"1,55","0,49",11,7,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,45","0,46",13,7,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Guayabo,Arbusto,Maduro,Escenario depor/cult,"0,43","0,14",7,4,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Escenario depor/cult,0,"0,44",8,11,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Bala de canon, Macaco",Arbol,Longevo,Escenario depor/cult,"1,52","0,48",11,9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,43","10,5",12,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Cedro rosado,Arbol,Maduro,Escenario depor/cult,"1,28","0,41",10,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Cedro rosado,Arbol,Longevo,Escenario depor/cult,"1,51","0,48",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,0,"0,31",12,10,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Tulipan africano,Arbol,Longevo,Escenario depor/cult,"1,08","0,34",10,9,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,26",12,9,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Cedro rosado,Arbol,Longevo,Escenario depor/cult,"1,94","0,62",15,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,72","0,23",10,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,23",11,10,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chambimbe, Jaboncillo",Arbol,Longevo,Escenario depor/cult,0,"0,34",12,12,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,25","0,4",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,0,"0,16","5,7",7,3,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,49","0,47",13,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
"Bala de canon, Macaco",Arbol,Longevo,Escenario depor/cult,"1,54","0,49",16,7,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,07","4,5",4,6,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Aceituna, Maria Eugenia, Jambolan",Arbol,Longevo,Escenario depor/cult,0,"0,37",11,9,2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,11","0,35",12,10,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,36","0,43",15,8,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Chocho pequeno, Chocho rojo",Arbol,Longevo,Escenario depor/cult,"0,82","0,26",7,"5,5",1,Subterranea,No,Globosa,Bajo (0 - 33%),Seco
"Saman, Genizaro",Arbol,Juvenil,Escenario depor/cult,"0,38","0,12","4,7",5,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,65","0,53",12,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Pera de Malaca,Arbol,Longevo,Escenario depor/cult,"1,34","0,43",11,9,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Limon pajarito,Arbusto,Maduro,Escenario depor/cult,0,"0,09",4,4,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Palma de coco,Palma,Longevo,Escenario depor/cult,"0,77","0,25","7,8",4,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Cedro macho,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04","2,7","2,2",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,23","8,5",15,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,0,"0,34",12,14,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,57","0,5",13,7,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,21","9,5",8,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Tachuelo,Arbol,Longevo,Escenario depor/cult,"1,89","0,6",13,10,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Aguacate,Arbol,Longevo,Escenario depor/cult,"0,47","0,15",11,"6,8",1,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,26",9,10,6,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,19","10,5",11,4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma africana,Palma,Longevo,Escenario depor/cult,"1,8","0,57",6,9,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,05","0,33",5,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,3","0,41","5,8",8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,31",9,12,5,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Limon pajarito,Arbusto,Maduro,Escenario depor/cult,0,"0,05","2,5",4,5,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Sauce Costeno, Bohio",Arbol,Longevo,Escenario depor/cult,0,"0,34",12,14,12,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,31",13,16,3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Longevo,Escenario depor/cult,"1,08","0,34","6,7",7,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Maduro,Escenario depor/cult,"1,49","0,47",6,8,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,06","3,2",4,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Guamo rabo de mico, Guamo churimo",Arbol,Maduro,Escenario depor/cult,0,"0,04","2,6",3,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,45",11,13,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,53","0,49",9,9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,31",13,10,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Longevo,Escenario depor/cult,0,"0,33",12,14,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,8","0,57",12,10,1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
Uva de playa,Arbol,Longevo,Escenario depor/cult,0,"0,33",9,12,3,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,06","0,34",12,8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Sauce Costeno, Bohio",Arbol,Longevo,Escenario depor/cult,0,"0,26",9,10,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Sauce Costeno, Bohio",Arbol,Longevo,Escenario depor/cult,0,"0,29","7,8",8,3,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,26",11,12,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Guamo rabo de mico, Guamo churimo",Arbol,Longevo,Escenario depor/cult,0,"0,25",11,12,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,3",13,15,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,25",13,16,3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,4",13,15,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,28","0,09","6,3","4,6",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,32","0,1",6,4,1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Aguacate,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04","3,5","2,8",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Igua,Arbol,Juvenil,Escenario depor/cult,"0,78","0,25","7,7",8,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Escenario depor/cult,0,"0,15","8,5",4,2,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Castano,Arbol,Maduro,Escenario depor/cult,"0,28","0,09",6,"2,5",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Almendro,Arbol,Longevo,Escenario depor/cult,"0,43","0,14","3,3","4,2",1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Escenario depor/cult,0,"0,27",7,10,6,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Casco de vaca,Arbol,Longevo,Escenario depor/cult,0,"0,24",9,"6,3",2,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"1,77","0,56",11,15,1,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Tulipan africano,Arbol,Longevo,Escenario depor/cult,"0,84","0,27",7,"4,5",1,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Cedro rosado,Arbol,Maduro,Escenario depor/cult,"0,47","0,15","4,3","3,5",1,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
"Acacia roja, Flamboyan",Arbol,Maduro,Escenario depor/cult,"2,33","0,74",18,15,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,15",5,8,6,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,08","4,5",7,4,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Anden,0,"0,37",18,15,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Madrono,Arbol,Maduro,Escenario depor/cult,"1,21","0,39",10,"8,5",1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Acacia robinia,Arbol,Maduro,Escenario depor/cult,2,"0,64",10,9,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Nogal cafetero, Moho",Arbol,Maduro,Escenario depor/cult,"1,47","0,47",15,10,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,34",8,6,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Arrayan cerezo,Arbusto,Maduro,Escenario depor/cult,0,"0,11",5,5,4,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,32",12,10,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Acacia robinia,Arbol,Maduro,Escenario depor/cult,0,"0,46",12,15,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,98","0,63",10,9,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,91","0,61",12,12,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Cedro,Arbol,Maduro,Escenario depor/cult,"2,4","0,76",15,15,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,32",12,10,3,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,0,"0,24",12,8,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,62","0,52",10,10,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Guayacan carrapo,Arbol,Maduro,Escenario depor/cult,"1,14","0,36",20,12,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,33",10,11,4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,"0,85","0,27",10,10,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,06","4,2",5,21,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Guayacan dorado,Arbol,Maduro,Escenario depor/cult,"0,82","0,26",7,6,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,"2,72","0,87",15,13,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29",13,13,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,36","0,43",13,12,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Floramarillo, Velero, Vainillo",Arbol,Maduro,Escenario depor/cult,"1,11","0,35",18,10,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Naranjo,Arbusto,Maduro,Escenario depor/cult,0,"0,06",4,"3,5",3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,0,"0,4",18,12,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,0,"0,39",8,14,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Arrayan cerezo,Arbusto,Maduro,Escenario depor/cult,0,"0,08","4,5","3,5",3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,8","0,25",7,5,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,67","0,53",15,16,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,39",15,15,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,"2,5","0,8",15,15,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"2,3","0,73",15,15,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,25",9,13,3,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,37",9,12,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,"0,45","0,14",6,"7,5",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,14",7,"6,5",7,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,09",7,"6,5",13,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,5","0,48",12,"12,5",1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Gualanday,Arbol,Maduro,Escenario depor/cult,0,"0,32",16,12,4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,35","0,43",7,9,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"2,2","0,7",9,10,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,43",10,"8,5",2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,44",8,9,4,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
"Guayacan amarillo, Chicala",Arbol,Maduro,Escenario depor/cult,"1,85","0,59",17,13,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Sano
