nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
Tulipan africano,Arbol,Longevo,Escenario depor/cult,0,"0,61",17,13,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Tulipan africano,Arbol,Maduro,Escenario depor/cult,"0,82","0,26",11,8,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Tulipan africano,Arbol,Longevo,Escenario depor/cult,"2,12","0,67",11,10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,0,"0,18",9,11,2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Palma manila, Palma navidad",Palma,Maduro,Separador Vial,"0,56","0,18","3,8",3,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Sano
Palma africana,Palma,Maduro,Escenario depor/cult,"0,6","0,19",5,"7,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Arbol del pan,Arbol,Juvenil,Escenario depor/cult,"0,11","0,04",3,"1,8",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guanabano,Arbol,Juvenil,Escenario depor/cult,"0,12","0,04","3,3","2,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,07",5,4,4,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,97","0,31",15,10,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,34","0,43",14,16,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Maduro,Escenario depor/cult,"1,1","0,35",15,8,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Maduro,Escenario depor/cult,"1,51","0,48",15,16,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Carbonero,Arbol,Maduro,Escenario depor/cult,0,"0,08",4,"6,2",3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Carbonero,Arbol,Maduro,Escenario depor/cult,0,"0,12",6,"6,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Bala de canon, Macaco",Arbol,Maduro,Escenario depor/cult,"1,45","0,46",14,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Bala de canon, Macaco",Arbol,Maduro,Escenario depor/cult,"0,84","0,27",10,7,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Ceiba, Ceiba bruja, Ceiba de lana, Bonga",Arbol,Maduro,Escenario depor/cult,"2,4","0,76",15,16,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,66","0,21",9,"7,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Carbonero,Arbol,Maduro,Escenario depor/cult,0,"0,11",4,9,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,8","0,25",11,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Trompillo, Bilibil, Cedro macho",Arbol,Maduro,Escenario depor/cult,"0,28","0,09",5,"3,7",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,79","0,25",10,"5,5",1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Cacao,Arbol,Maduro,Escenario depor/cult,0,"0,05",4,3,3,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,05","5,5",3,5,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Friega platos,Arbusto,Maduro,Escenario depor/cult,0,"0,07","4,5",3,2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Ficus Higueron, Ficus insipida, Caucho Insipida",Arbol,Maduro,Escenario depor/cult,"4,71","1,5",18,23,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Ficus Higueron, Ficus insipida, Caucho Insipida",Arbol,Maduro,Escenario depor/cult,"4,6","1,46",15,28,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Escenario depor/cult,"2,53","0,81",11,8,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"0,84","0,27",7,9,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Arbol de la cruz, Ariza",Arbusto,Maduro,Escenario depor/cult,0,"0,11","5,8",4,10,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,19","0,06","5,7","3,7",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Aceituno de monte,Arbol,Maduro,Escenario depor/cult,0,"0,1",9,"4,8",2,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,12","5,5","11,2",8,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Caobo,Arbol,Maduro,Escenario depor/cult,"0,19","0,06","5,8","1,5",1,Subterranea,Si,Globosa,Bajo (0 - 33%),Regular
"Seso, Bien me sabe",Arbol,Maduro,Escenario depor/cult,0,"0,26",12,"9,5",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Seco
"Ficus benjamina, Caucho benjamin",Arbol,Maduro,Escenario depor/cult,"3,32","1,06",13,13,1,Subterranea,Si,Ninguna,Bajo (0 - 33%),Seco
"Jazmin de noche, Caballero de la noche",Arbusto,Maduro,Escenario depor/cult,0,"0,04",4,"4,7",3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,27","7,5",11,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Dracaena, Cancion de la India",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,04","4,1","4,5",3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Dracaena, Cancion de la India",Planta arbustiva,Maduro,Escenario depor/cult,0,"0,03",4,"3,7",6,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,"0,15","0,05","4,2","1,8",1,Subterranea,No,Irregular,Bajo (0 - 33%),Sano
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,05","3,7","3,8",4,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,09",7,"8,6",26,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,26","9,2",11,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,17","0,05","5,1","3,2",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,05",6,"3,5",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,68","0,22",12,7,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,94","0,3",12,12,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,02","0,32",13,11,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma real de Cuba,Palma,Juvenil,Escenario depor/cult,"0,22","0,07","3,8","2,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Palma real de Cuba,Palma,Juvenil,Escenario depor/cult,"0,14","0,04","2,2","1,8",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Tulipan africano,Arbol,Maduro,Escenario depor/cult,"0,27","0,09","4,1","2,1",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,09","5,2","7,1",3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,7","0,22",14,10,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,43","0,14",12,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,56","0,18",6,3,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Coca,Arbusto,Maduro,Escenario depor/cult,0,"0,04","2,5","2,2",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,34","0,11",8,4,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,67","0,21",12,9,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Clavellino, Mariposa",Arbusto,Maduro,Escenario depor/cult,0,"0,05","5,5",6,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Cacao,Arbol,Maduro,Escenario depor/cult,0,"0,11",6,9,2,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,45","0,14","8,5","5,2",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"0,68","0,22","7,5","5,5",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Cacao,Arbol,Maduro,Escenario depor/cult,"0,32","0,1","7,7",5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Ciruelo,Arbusto,Maduro,Escenario depor/cult,0,"0,17",7,"6,8",3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Ciruelo,Arbusto,Maduro,Escenario depor/cult,0,"0,25","6,5",7,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,"0,94","0,3",14,8,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Coca,Arbusto,Maduro,Escenario depor/cult,"0,48","0,15","2,3","1,4",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,45",13,10,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,21","0,07","5,7","3,4",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Ficus ovalis, Caucho ovalis",Arbol,Maduro,Escenario depor/cult,"0,23","0,07","6,7","4,8",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Sano
Cedro rosado,Arbol,Maduro,Escenario depor/cult,"0,41","0,13","8,5",7,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,74","0,24","12,5",9,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,21",13,18,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Jazmin de noche, Caballero de la noche",Arbusto,Maduro,Escenario depor/cult,0,"0,03","4,3","4,7",3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Escenario depor/cult,"2,78","0,88",15,26,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Orejero, Pinon de oreja",Arbol,Maduro,Escenario depor/cult,0,"0,33",13,15,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Dracaena roja,Planta arbustiva,Maduro,Escenario depor/cult,"0,15","0,05",4,"1,2",1,Subterranea,No,Columnar,Medio (34 - 66%),Sano
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,25",12,15,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chirimoyo,Arbol,Maduro,Escenario depor/cult,"0,53","0,17","6,5","6,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Separador Vial,"1,58","0,5",9,12,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,36",8,9,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,31",9,10,4,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,18",8,6,5,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,21",8,9,6,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,43",8,10,3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,19",7,"7,2",2,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,38",9,10,4,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Separador Vial,0,"0,3","9,5","9,7",3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,65","0,53",9,15,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,67",12,17,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"2,04","0,65","8,5",12,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,34","8,5","9,1",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"1,2","0,38",9,"6,7",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"3,49","1,11",6,"8,3",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,74","0,24",11,"7,2",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,23",8,"8,3",2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"2,17","0,69",12,15,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,28",9,"8,3",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,31","12,5",11,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Chocho pequeno, Chocho rojo",Arbol,Maduro,Escenario depor/cult,"0,8","0,25","9,5",6,1,Subterranea,No,Conica,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"2,6","0,83",16,23,1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,23",8,"12,3",5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Juvenil,Anden,0,"0,04","2,5",2,2,Subterranea,No,Conica,Medio (34 - 66%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,0,"0,14",5,"7,4",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Juvenil,Escenario depor/cult,"0,11","0,04","2,2","1,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Chingale, Pavito, Gualancho",Arbol,Juvenil,Escenario depor/cult,0,"0,04","3,3","2,1",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Sauce Costeno, Bohio",Arbol,Juvenil,Escenario depor/cult,"0,11","0,04","2,5","1,9",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,13","0,04","3,3","2,1",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Saman, Genizaro",Arbol,Juvenil,Escenario depor/cult,"0,25","0,08",4,"3,45",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,14","0,04","3,4","1,9",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,12","0,04",3,"1,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Camajon, Camajon duro, Panama, Suan",Arbol,Maduro,Escenario depor/cult,"2,69","0,86",14,13,1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,04",2,"2,8",4,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Juvenil,Escenario depor/cult,0,"0,05","3,3",2,2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Juvenil,Escenario depor/cult,0,"0,05",4,"4,5",5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Juvenil,Escenario depor/cult,"0,07","0,02","2,2",1,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Jagua,Arbol,Juvenil,Escenario depor/cult,"0,08","0,03","2,6","0,8",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Nacedero, Madre de agua",Arbol,Juvenil,Escenario depor/cult,0,"0,06","3,4","2,8",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Carbonero,Arbol,Maduro,Escenario depor/cult,0,"0,5",12,20,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,04","3,4",3,2,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Nacedero, Madre de agua",Arbol,Maduro,Escenario depor/cult,0,"0,07",4,"3,1",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Carbonero,Arbol,Maduro,Escenario depor/cult,0,"0,49",12,20,2,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Arbol de la seda, Parasol chino, Palo blanco",Arbol,Maduro,Escenario depor/cult,0,"0,2",12,19,4,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Arbol de la seda, Parasol chino, Palo blanco",Arbol,Maduro,Escenario depor/cult,0,"0,4",13,21,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Arbol de la seda, Parasol chino, Palo blanco",Arbol,Maduro,Escenario depor/cult,0,"0,33",13,18,3,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
"Arbol de la seda, Parasol chino, Palo blanco",Arbol,Maduro,Escenario depor/cult,"2,3","0,73",12,19,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Caobo,Arbol,Maduro,Escenario depor/cult,"0,82","0,26","8,3","8,3",1,Subterranea,No,Ninguna,Bajo (0 - 33%),Seco
Caobo,Arbol,Maduro,Escenario depor/cult,"1,52","0,48",14,"13,1",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,25",12,16,6,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,0,"0,14","9,5","6,3",3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mandarina,Arbusto,Maduro,Escenario depor/cult,0,"0,07",4,"4,8",6,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,14","7,5",4,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,2","0,38",8,6,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"0,99","0,32",9,5,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,59",11,17,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Nogal cafetero, Moho",Arbol,Maduro,Escenario depor/cult,"0,74","0,24","10,5","7,2",1,Subterranea,No,Globosa,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,4",11,"9,3",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,38",11,9,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,26",11,"8,3",3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,23",10,"9,3",3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,42",11,"9,4",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,32",12,"9,7",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Trompillo, Bilibil, Cedro macho",Arbol,Maduro,Escenario depor/cult,"0,74","0,24",9,"9,1",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Aguacatillo, Laurel aguacatillo",Arbol,Maduro,Escenario depor/cult,"0,87","0,28","9,2","8,3",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,12","8,5","6,7",14,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,24","0,39",9,"9,2",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,18",5,7,5,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,73","0,55",10,"9,1",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,13","0,36","9,5","9,7",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,5","0,48",8,10,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,37",12,15,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,21",9,"6,5",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,39",12,"13,1",3,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,54",12,"11,3",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Tachuelo,Arbol,Maduro,Escenario depor/cult,"1,02","0,32",12,"9,7",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,14",10,7,4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,33",11,"12,4",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,41",11,16,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,13",10,"7,2",4,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,25",10,9,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,87","0,6",14,17,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",10,"9,8",2,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,2","11,5","14,2",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Maduro,Escenario depor/cult,"0,93","0,3",10,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"1,54","0,49",12,17,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,18",11,9,4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,15",10,8,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,"0,51","0,16",8,"7,2",1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,21",11,7,2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,21",10,14,3,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,28",15,20,5,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,"0,3","0,1","9,5","5,7",1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,0,"0,24",15,"13,2",4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,"0,91","0,29",17,8,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Cedro rosado,Arbol,Maduro,Escenario depor/cult,0,"0,15",15,"6,7",2,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Leucaena,Arbol,Maduro,Escenario depor/cult,"0,38","0,12",9,8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Palma de Corozo, Chonto, Coyol, Legendaria",Palma,Maduro,Escenario depor/cult,"0,34","0,11",7,4,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,"0,38","0,12",9,"7,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Acacia robinia,Arbol,Maduro,Escenario depor/cult,"0,59","0,19","9,5",8,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
"Saman, Genizaro",Arbol,Maduro,Escenario depor/cult,"1,97","0,63",12,18,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Guacimo,Arbol,Maduro,Escenario depor/cult,"0,96","0,31",12,13,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,"1,27","0,4",15,13,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
Guayabo,Arbusto,Maduro,Escenario depor/cult,"0,46","0,15",5,9,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Balso, Balsa, Balso negro, Balso tambor",Arbol,Maduro,Escenario depor/cult,0,"0,55",13,15,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Trompillo, Bilibil, Cedro macho",Arbol,Maduro,Escenario depor/cult,"0,95","0,3",10,9,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
